data;valor_gasto_facebook;variacao_vertical_1;impressoes;variacao_vertical_2;cpm;cliques_de_saida_fb;variacao_vertical_3;ctr;visualizacao_de_pagina_destino_fb;variacao_vertical_4;%_visualizacao_pagina_destino;adicao_ao_carrinho_fb;variacao_vertical_5;checkout_fb;variacao_vertical_6;numero_de_compras_fb;variacao_vertical_7;%checkout/visualizacao;%compra/visualizacao;%_compra/checkout;vendas_totais_fb;variacao_vertical_8;roi_marketing
2019-10-30;9;0;1.124;0;8;18;0;0,02;17;0;0,94;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-10-31;15;0,69;1.674;0,49;9;31;0,72;0,02;29;0,71;0,94;4;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-01;14;-0,04;1.547;-0,08;9;30;-0,03;0,02;27;-0,07;0,90;4;0,00;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-02;10;-0,27;1.462;-0,05;7;22;-0,27;0,02;21;-0,22;0,95;1;-0,75;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-03;49;3,71;6.942;3,75;7;98;3,45;0,01;67;2,19;0,68;2;1,00;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-04;50;0,03;5.275;-0,24;10;96;-0,02;0,02;84;0,25;0,88;5;1,50;1;0;;0;0,01;0,00;0,00;;0;0,00
2019-11-05;53;0,05;5.927;0,12;9;166;0,73;0,03;118;0,40;0,71;14;1,80;6;5,00;3;0;0,05;0,03;0,50;318;0;6,02
2019-11-06;51;-0,04;5.78;-0,02;9;170;0,02;0,03;104;-0,12;0,61;;-1,00;;-1,00;;-1,00;0,00;0,00;0,00;;-1,00;0,00
2019-11-07;50;0,00;4.823;-0,17;10;107;-0,37;0,02;79;-0,24;0,74;46;0;24;0;5;0;0,30;0,06;0,21;1.804;0;35,79
2019-11-08;60;0,18;12.894;1,67;5;187;0,75;0,01;94;0,19;0,50;1;-0,98;;-1,00;;-1,00;0,00;0,00;0,00;;-1,00;0,00
2019-11-09;89;0,49;11.403;-0,12;8;362;0,94;0,03;208;1,21;0,57;3;2,00;1;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-10;100;0,13;16.01;0,40;6;487;0,35;0,03;258;0,24;0,53;;-1,00;;-1,00;;0;0,00;0,00;0,00;;0;0,00
2019-11-11;97;-0,03;17.5;0,09;6;416;-0,15;0,02;201;-0,22;0,48;1;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-12;99;0,02;15.54;-0,11;6;376;-0,10;0,02;226;0,12;0,60;4;3,00;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-13;99;-0,01;13.307;-0,14;7;297;-0,21;0,02;164;-0,27;0,55;3;-0,25;1;0;1;0;0,01;0,01;1,00;48;0;0,49
2019-11-14;99;0,00;13.907;0,05;7;260;-0,12;0,02;94;-0,43;0,36;1;-0,67;;-1,00;;-1,00;0,00;0,00;0,00;;-1,00;0,00
2019-11-15;103;0,04;13.029;-0,06;8;315;0,21;0,02;170;0,81;0,54;1;0,00;1;0;;0;0,01;0,00;0,00;;0;0,00
2019-11-16;103;0,00;13.516;0,04;8;309;-0,02;0,02;146;-0,14;0,47;;-1,00;;-1,00;;0;0,00;0,00;0,00;;0;0,00
2019-11-17;100;-0,02;14.707;0,09;7;327;0,06;0,02;143;-0,02;0,44;1;0;1;0;1;0;0,01;0,01;1,00;121;0;1,20
2019-11-18;98;-0,02;14.698;0,00;7;328;0,00;0,02;137;-0,04;0,42;1;0,00;;-1,00;;-1,00;0,00;0,00;0,00;;-1,00;0,00
2019-11-19;98;0,00;15.041;0,02;7;283;-0,14;0,02;137;0,00;0,48;;-1,00;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-20;101;0,03;15.74;0,05;6;298;0,05;0,02;155;0,13;0,52;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-21;101;0,00;14.468;-0,08;7;298;0,00;0,02;143;-0,08;0,48;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-22;93;-0,08;12.664;-0,12;7;182;-0,39;0,01;83;-0,42;0,46;1;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-23;107;0,15;21.091;0,67;5;63;-0,65;0,00;27;-0,67;0,43;1;0,00;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-24;97;-0,10;24.938;0,18;4;84;0,33;0,00;;-1,00;0,00;;-1,00;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-25;77;-0,20;30.443;0,22;3;66;-0,21;0,00;;0;0,00;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-11-26;96;0,24;8.943;-0,71;11;153;1,32;0,02;2;0;0,01;3;0;1;0;;0;0,50;0,00;0,00;;0;0,00
2019-11-27;104;0,08;9.363;0,05;11;122;-0,20;0,01;18;8,00;0,15;7;1,33;4;3,00;1;0;0,22;0,06;0,25;85;0;0,82
2019-11-28;100;-0,04;6.743;-0,28;15;74;-0,39;0,01;13;-0,28;0,18;2;-0,71;4;0,00;;-1,00;0,31;0,00;0,00;;-1,00;0,00
2019-11-29;100;0,00;4.084;-0,39;24;55;-0,26;0,01;3;-0,77;0,05;4;1,00;;-1,00;;0;0,00;0,00;0,00;;0;0,00
2019-11-30;109;0,09;5.429;0,33;20;48;-0,13;0,01;5;0,67;0,10;4;0,00;4;0;;0;0,80;0,00;0,00;;0;0,00
2019-12-01;101;-0,07;8.055;0,48;12;105;1,19;0,01;15;2,00;0,14;12;2,00;6;0,50;;0;0,40;0,00;0,00;;0;0,00
2019-12-02;100;0,00;8.189;0,02;12;110;0,05;0,01;33;1,20;0,30;13;0,08;6;0,00;2;0;0,18;0,06;0,33;108;0;1,07
2019-12-03;99;-0,02;8.53;0,04;12;109;-0,01;0,01;70;1,12;0,64;13;0,00;5;-0,17;;-1,00;0,07;0,00;0,00;;-1,00;0,00
2019-12-04;97;-0,02;8.095;-0,05;12;115;0,06;0,01;95;0,36;0,83;3;-0,77;4;-0,20;;0;0,04;0,00;0,00;;0;0,00
2019-12-05;101;0,04;7.157;-0,12;14;149;0,30;0,02;125;0,32;0,84;9;2,00;6;0,50;2;0;0,05;0,02;0,33;409;0;4,06
2019-12-06;131;0,30;9.526;0,33;14;400;1,68;0,04;366;1,93;0,92;46;4,11;15;1,50;4;1,00;0,04;0,01;0,27;395;-0,03;3,02
2019-12-07;145;0,11;10.379;0,09;14;480;0,20;0,05;425;0,16;0,89;42;-0,09;26;0,73;4;0,00;0,06;0,01;0,15;339;-0,14;2,33
2019-12-08;101;-0,31;8.372;-0,19;12;324;-0,33;0,04;298;-0,30;0,92;46;0,10;32;0,23;2;-0,50;0,11;0,01;0,06;189;-0,44;1,88
2019-12-09;95;-0,06;6.655;-0,21;14;236;-0,27;0,04;217;-0,27;0,92;17;-0,63;7;-0,78;1;-0,50;0,03;0,00;0,14;81;-0,57;0,85
2019-12-10;97;0,02;5.997;-0,10;16;204;-0,14;0,03;175;-0,19;0,86;12;-0,29;2;-0,71;;-1,00;0,01;0,00;0,00;;-1,00;0,00
2019-12-11;99;0,03;5.818;-0,03;17;183;-0,10;0,03;159;-0,09;0,87;9;-0,25;4;1,00;;0;0,03;0,00;0,00;;0;0,00
2019-12-12;138;0,39;7.544;0,30;18;198;0,08;0,03;166;0,04;0,84;12;0,33;3;-0,25;1;0;0,02;0,01;0,33;71;0;0,52
2019-12-13;76;-0,45;5.049;-0,33;15;88;-0,56;0,02;78;-0,53;0,89;5;-0,58;2;-0,33;2;1,00;0,03;0,03;1,00;256;2,59;3,36
2019-12-14;15;-0,80;1.652;-0,67;9;48;-0,45;0,03;35;-0,55;0,73;;-1,00;;-1,00;;-1,00;0,00;0,00;0,00;;-1,00;0,00
2019-12-15;47;2,11;5.676;2,44;8;89;0,85;0,02;67;0,91;0,75;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-12-16;58;0,24;8.971;0,58;6;101;0,13;0,01;69;0,03;0,68;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-12-17;93;0,59;19.225;1,14;5;161;0,59;0,01;97;0,41;0,60;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-12-18;101;0,09;15.141;-0,21;7;123;-0,24;0,01;80;-0,18;0,65;;0;;0;;0;0,00;0,00;0,00;;0;0,00
2019-12-19;105;0,04;9.244;-0,39;11;167;0,36;0,02;141;0,76;0,84;17;0;4;0;1;0;0,03;0,01;0,25;78;0;0,74
2019-12-19;105;0,00;9.244;0,00;11;167;0,00;0,02;141;0,00;0,84;17;0,00;4;0,00;1;0,00;0,03;0,01;0,25;78;0,00;0,74
2019-12-20;58;-0,45;3.357;-0,64;17;112;-0,33;0,03;104;-0,26;0,93;15;-0,12;6;0,50;;-1,00;0,06;0,00;0,00;;-1,00;0,00
2019-12-20;58;0,00;3.357;0,00;17;112;0,00;0,03;104;0,00;0,93;15;0,00;6;0,00;;0;0,06;0,00;0,00;;0;0,00
2019-12-21;170;1,95;11.178;2,33;15;301;1,69;0,03;252;1,42;0,84;29;0,93;26;3,33;3;0;0,10;0,01;0,12;490;0;2,88
2019-12-22;148;-0,13;12.132;0,09;12;272;-0,10;0,02;234;-0,07;0,86;23;-0,21;16;-0,38;4;0,33;0,07;0,02;0,25;252;-0,49;1,70
2019-12-23;142;-0,04;12.953;0,07;11;263;-0,03;0,02;208;-0,11;0,79;13;-0,43;15;-0,06;2;-0,50;0,07;0,01;0,13;209;-0,17;1,47
2019-12-24;143;0,00;13.164;0,02;11;263;0,00;0,02;226;0,09;0,86;14;0,08;12;-0,20;;-1,00;0,05;0,00;0,00;;-1,00;0,00
2019-12-25;153;0,07;15.614;0,19;10;299;0,14;0,02;236;0,04;0,79;20;0,43;8;-0,33;;0;0,03;0,00;0,00;;0;0,00
2019-12-26;144;-0,06;14.735;-0,06;10;247;-0,17;0,02;199;-0,16;0,81;15;-0,25;13;0,63;;0;0,07;0,00;0,00;;0;0,00
2019-12-27;159;0,10;10.515;-0,29;15;246;0,00;0,02;204;0,03;0,83;26;0,73;13;0,00;3;0;0,06;0,01;0,23;222;0;1,39
2019-12-28;156;-0,02;10.478;0,00;15;279;0,13;0,03;221;0,08;0,79;8;-0,69;14;0,08;6;1,00;0,06;0,03;0,43;781;2,53;5,00
2019-12-29;144;-0,08;10.268;-0,02;14;253;-0,09;0,02;208;-0,06;0,82;13;0,63;18;0,29;5;-0,17;0,09;0,02;0,28;450;-0,42;3,12
2019-12-30;147;0,02;11.6;0,13;13;210;-0,17;0,02;167;-0,20;0,80;13;0,00;9;-0,50;3;-0,40;0,05;0,02;0,33;197;-0,56;1,34
2019-12-31;145;-0,02;12.198;0,05;12;159;-0,24;0,01;121;-0,28;0,76;7;-0,46;20;1,22;2;-0,33;0,17;0,02;0,10;148;-0,25;1,02
2020-01-01;154;0,07;21.744;0,78;7;300;0,89;0,01;230;0,90;0,77;13;0,86;12;-0,40;3;0,50;0,05;0,01;0,25;324;1,19;2,10
2020-01-02;149;-0,03;16.963;-0,22;9;242;-0,19;0,01;194;-0,16;0,80;7;-0,46;14;0,17;4;0,33;0,07;0,02;0,29;302;-0,07;2,02
2020-01-03;145;-0,03;13.313;-0,22;11;210;-0,13;0,02;173;-0,11;0,82;13;0,86;15;0,07;2;-0,50;0,09;0,01;0,13;160;-0,47;1,10
2020-01-04;159;0,09;13.499;0,01;12;253;0,20;0,02;200;0,16;0,79;17;0,31;14;-0,07;;-1,00;0,07;0,00;0,00;;-1,00;0,00
2020-01-05;147;-0,08;13.763;0,02;11;261;0,03;0,02;197;-0,02;0,75;11;-0,35;19;0,36;4;0;0,10;0,02;0,21;258;0;1,75
2020-01-06;135;-0,08;13.032;-0,05;10;230;-0,12;0,02;182;-0,08;0,79;20;0,82;17;-0,11;1;-0,75;0,09;0,01;0,06;56;-0,78;0,42
2020-01-07;142;0,05;10.712;-0,18;13;209;-0,09;0,02;165;-0,09;0,79;9;-0,55;20;0,18;1;0,00;0,12;0,01;0,05;78;0,40;0,55
2020-01-08;152;0,07;11.909;0,11;13;357;0,71;0,03;293;0,78;0,82;38;3,22;45;1,25;7;6,00;0,15;0,02;0,16;721;8,18;4,74
2020-01-09;145;-0,04;11.049;-0,07;13;311;-0,13;0,03;264;-0,10;0,85;24;-0,37;40;-0,11;8;0,14;0,15;0,03;0,20;575;-0,20;3,96
2020-01-10;148;0,02;9.63;-0,13;15;165;-0,47;0,02;127;-0,52;0,77;16;-0,33;13;-0,68;1;-0,88;0,10;0,01;0,08;179;-0,69;1,21
2020-01-11;160;0,08;9.498;-0,01;17;172;0,04;0,02;129;0,02;0,75;5;-0,69;7;-0,46;1;0,00;0,05;0,01;0,14;46;-0,74;0,29
2020-01-12;231;0,44;16.736;0,76;14;303;0,76;0,02;239;0,85;0,79;17;2,40;18;1,57;1;0,00;0,08;0,00;0,06;142;2,09;0,62
2020-01-13;146;-0,37;9.757;-0,42;15;187;-0,38;0,02;134;-0,44;0,72;15;-0,12;16;-0,11;6;5,00;0,12;0,04;0,38;767;4,40;5,24
2020-01-14;152;0,04;11.468;0,18;13;247;0,32;0,02;210;0,57;0,85;21;0,40;27;0,69;8;0,33;0,13;0,04;0,30;549;-0,28;3,62
2020-01-15;148;-0,02;12.77;0,11;12;273;0,11;0,02;222;0,06;0,81;26;0,24;34;0,26;7;-0,13;0,15;0,03;0,21;822;0,50;5,55
